Unnamed: 0,protein,logFC,AveExpr,t,P.Value,adj.P.Val,B,significant,mean_WT,mean_SHED,ngood_WT,ngood_SHED,sig,log(pvalue),Symbol
558,O35381,-0.13521235719372005,-2.59510363440558,1.85577176501428,0.0785973868682079,0.248369721195833,-4.55190059075278,False,-2.52749745580872,-2.66270981300244,9,9,normal,1.104591892733914,Anp32a
1126,Q3V117,-0.1077087210429899,-2.59077259709058,1.85757746353487,0.0783292718881439,0.248369721195833,-4.54906439656633,False,-2.53691823656909,-2.64462695761208,9,9,normal,1.1060759104346816,Acly
1469,Q8VDM4,-0.2577472819789599,-2.59951191111974,2.02985152736195,0.0788021640954588,0.248369721195833,-4.05272045175785,False,-2.47063827013026,-2.72838555210922,3,3,normal,1.103461855583914,Psmd2
1724,Q9DCM2,0.08510615661601006,-2.58823446727399,-1.85725325427807,0.078377352193481,0.248369721195833,-4.54957376817352,False,-2.63078754558199,-2.54568138896598,9,9,normal,1.1058094122943032,Gstk1
1491,Q91VM9,0.08260655648818016,-2.5880234259803,-1.84938602808005,0.0795520226062796,0.248868827477753,-4.56191543864263,False,-2.62932670422439,-2.54672014773621,9,9,normal,1.0993487739610894,Ppa2
1807,Q9R0H0,0.17803722089882967,-2.60328177604769,-1.8498054476892,0.0794890111984569,0.248868827477753,-4.56125838339951,False,-2.69230038649711,-2.51426316559828,9,9,normal,1.0996929053778888,Acox1
23,A0A0A6YXF6,-0.12930258957689,-2.59069304148803,1.891302024957,0.0800967497545174,0.248986579156012,-4.36853381444472,False,-2.52604174669958,-2.65534433627647,6,6,normal,1.0963851067911363,Rhoa
1844,Q9Z0J0,0.1626600444196602,-2.58897524934855,-2.01888873514409,0.0801274304411356,0.248986579156012,-4.06606698766217,False,-2.67030527155838,-2.50764522713872,3,3,normal,1.0962187841668498,Npc2
1327,Q8BH80,-0.19963007706207003,-2.59927510171861,1.88048545175704,0.0816511595306099,0.252385641928203,-4.38444420493418,False,-2.49946006318757,-2.69909014024964,6,6,normal,1.0880376434543209,Vapb
1680,Q9D6Y7,-0.10741575582636997,-2.59104589169255,1.83482809549696,0.0817664066722039,0.252385641928203,-4.58465803784096,False,-2.53733801377936,-2.64475376960573,9,9,normal,1.0874250874469094,Msra
473,F8WJ41,-0.1784217364226297,-2.59654894746435,1.87500315232016,0.0824493515128547,0.252917870672304,-4.39248901925609,False,-2.50733807925303,-2.68575981567566,6,6,normal,1.0838127558532569,Rps15a
1560,Q99KR7,0.1410243316753399,-2.59213823351776,-1.87475878086125,0.0824850938909673,0.252917870672304,-4.39284731084999,False,-2.66265039935543,-2.52162606768009,6,6,normal,1.083624526914306,Ppif
887,P57780,0.07394413796163013,-2.5873810810148,-1.82802809407984,0.0828190805718811,0.253103856797234,-4.59523854882144,False,-2.62435314999562,-2.55040901203399,9,9,normal,1.0818695951904989,Actn4
949,P62874,-0.11760603517706025,-2.59264980479208,1.8255830924646,0.0832004614364814,0.253432984507177,-4.59903621432332,False,-2.53384678720355,-2.65145282238061,9,9,normal,1.0798742650703108,Gnb1
712,P18760,0.054414034218150054,-2.58586765358287,-1.82203282416764,0.0837569749156793,0.254291668104653,-4.6045443405584,False,-2.61307467069195,-2.5586606364738,9,9,normal,1.0769790166342834,Cfl1
1405,Q8JZZ0,-0.16155333527205995,-2.59457920948647,1.85966803619892,0.0847195442536712,0.255538429898696,-4.41492256799334,False,-2.51380254185044,-2.6753558771225,6,6,normal,1.0720163891688448,Ugt3a2
1797,Q9QYJ0,0.15278226216633017,-2.58828787822252,-1.98264372646638,0.0846657540140708,0.255538429898696,-4.11010042570921,False,-2.66467900930569,-2.51189674713936,3,3,normal,1.0722922195421167,Dnaja2
955,P62911,-0.08806300802461031,-2.58873492153647,1.80748629608321,0.0860712187715179,0.258772560332551,-4.62703483087888,False,-2.54470341752416,-2.63276642554877,9,9,normal,1.0651420473654951,Rpl32
569,O35945,0.09454293834229022,-2.58945518310054,-1.80210131413993,0.0869419429471463,0.260544463330283,-4.63532865207947,False,-2.63672665227168,-2.54218371392939,9,9,normal,1.060770658580475,Aldh1a7
206,A2A977,-0.10835569592799965,-2.59104906989275,1.78559246968102,0.0896592417017792,0.266959671433593,-4.66064687364724,False,-2.53687122192875,-2.64522691785675,9,9,normal,1.047404938525386,Cyp4a10
838,P50136,0.07705816466949011,-2.58624737821796,-1.8277710333299,0.0896224578541296,0.266959671433593,-4.46125119604154,False,-2.6247764605527,-2.54771829588321,6,6,normal,1.047583149935933,P50136
1300,Q80XN0,0.08096721516395,-2.58814580742147,-1.78139299603336,0.0903621089638357,0.268190105450359,-4.66706106229624,False,-2.62862941500344,-2.54766219983949,9,9,normal,1.0440136416221033,Bdh1
582,O55137,0.11559804827510023,-2.59253779020222,-1.77787752531867,0.0909541629267284,0.268372638609665,-4.6724223135248,False,-2.65033681433977,-2.53473876606467,9,9,normal,1.0411774187035003,Acot1
666,P11983,-0.13968562051791,-2.59614834779601,1.77751138979864,0.0910160180764752,0.268372638609665,-4.67298025605143,False,-2.52630553753705,-2.66599115805496,9,9,normal,1.04088216866749,Tcp1
1075,Q3THW5,-0.12334571751031032,-2.59357667501964,1.77246248286975,0.0918727067378657,0.268372638609665,-4.68066582986292,False,-2.53190381626448,-2.65524953377479,9,9,normal,1.0368134883270195,H2az2
1434,Q8R086,-0.10507300594701041,-2.58857079679016,1.81589967242234,0.0915111760393263,0.268372638609665,-4.47837673052126,False,-2.53603429381666,-2.64110729976367,6,6,normal,1.0385258633563712,Suox
1707,Q9DBF1,0.1346968474938799,-2.59606262537883,-1.77383418803751,0.0916392704410612,0.268372638609665,-4.6785793177243,False,-2.66341104912577,-2.52871420163189,9,9,normal,1.0379183769759026,Aldh7a1
1045,Q02053,0.05569535471239995,-2.58605285157974,-1.76889567107853,0.0924821165642217,0.269161256916035,-4.6860859776344,False,-2.61390052893594,-2.55820517422354,9,9,normal,1.0339422394594096,Uba1
1171,Q61171,0.05116058597254991,-2.58575345347252,-1.76556558857976,0.0930542339328399,0.269161256916035,-4.69113939150226,False,-2.61133374645879,-2.56017316048624,9,9,normal,1.0312638618471666,Prdx2
1422,Q8K2B3,0.06803057021833014,-2.5870624701783,-1.76488674488445,0.0931712360134828,0.269161256916035,-4.69216870912296,False,-2.62107775528747,-2.55304718506914,9,9,normal,1.0307181431042358,Sdha
1520,Q91Z53,0.09686256879200039,-2.59018605388293,-1.76410946579572,0.0933053601188414,0.269161256916035,-4.69334693673874,False,-2.63861733827893,-2.54175476948693,9,9,normal,1.0300934065946659,Grhpr
120,A0A1D5RME4,-0.46438024527538024,-2.66420204565276,1.7961839879006,0.0947266157694897,0.269983828857577,-4.5066755561154,False,-2.43201192301507,-2.89639216829045,6,6,normal,1.0235279781481006,Rpl18a
1260,Q6ZWZ7,-0.2282307493037501,-2.61353844184409,1.75575956464206,0.0947567433895384,0.269983828857577,-4.7059806969478,False,-2.49942306719222,-2.72765381649597,9,9,normal,1.023389873574608,Rpl17
1301,Q80Y14,0.09618525039155035,-2.58787893393061,-1.79768027742535,0.09447909753152,0.269983828857577,-4.5045341733011,False,-2.63597155912639,-2.53978630873484,6,6,normal,1.0246642637746521,Glrx5
1417,Q8K1K2,0.08831014552719996,-2.58719313449893,-1.79716585393526,0.0945641290483801,0.269983828857577,-4.50527049705703,False,-2.63134820726253,-2.54303806173533,6,6,normal,1.0242735730134038,Psmc5
950,P62880,0.26338536550218006,-2.6014522663568,-1.89922936460969,0.0960790870435125,0.27291176258372,-4.21081230851223,False,-2.73314494910789,-2.46975958360571,3,3,normal,1.0173711323104844,Gnb2
390,E9Q1J7,0.06375696227292993,-2.58673441817495,-1.74134851955167,0.0973075436700639,0.275555918772107,-4.72768441574824,False,-2.61861289931141,-2.55485593703848,9,9,normal,1.0118534901809009,Pccb
556,O35226,0.10437618282036976,-2.58871159520406,-1.77708063361711,0.0979378623283787,0.276495306451459,-4.53392278241982,False,-2.64089968661424,-2.53652350379387,6,6,normal,1.0090493794797464,Psmd4
637,P08249,0.07437465478469019,-2.58777216908455,-1.73481580766027,0.0984832063762197,0.277189814906928,-4.7374807089981,False,-2.6249594964769,-2.55058484169221,9,9,normal,1.0066378202632706,Mdh2
708,P17742,0.11459374956980017,-2.59311120920532,-1.72958349987188,0.0994336369634114,0.27901681160036,-4.74530783266542,False,-2.65040808399022,-2.53581433442042,9,9,normal,1.002466675196023,Ppia
1720,Q9DCD0,0.11150596715378036,-2.58927400937436,-1.7641404151813,0.100167715355278,0.280227505797545,-4.55228146097106,False,-2.64502699295125,-2.53352102579747,6,6,normal,0.9992722315859651,Pgd
1230,Q6IRU5,0.08329098089153009,-2.58693225785873,-1.75815630911841,0.101214038779344,0.282301806956846,-4.5607442241158,False,-2.62857774830449,-2.54528676741296,6,6,normal,0.9947592449908254,Cltb
75,A0A0R4J0Q5,-0.3987873858366502,-2.62662278937502,1.85625281194709,0.102524977336176,0.283065418240001,-4.26229929977623,False,-2.42722909645669,-2.82601648229334,3,3,normal,0.9891703180441332,Lmnb2
308,D3YZ54,0.12487781197230019,-2.5950119460921,-1.71604415770248,0.101929681754652,0.283065418240001,-4.76548233883658,False,-2.65745085207825,-2.53257304010595,9,9,normal,0.9916993317422249,Hacl1
474,F8WJK8,0.08435963749864017,-2.58704873827866,-1.74626544102932,0.103321934519568,0.283065418240001,-4.57750911425369,False,-2.62922855702798,-2.54486891952934,6,6,normal,0.9858074710303861,St13
698,P16460,-0.08027727517497008,-2.58836143258867,1.70997019634578,0.103066798748002,0.283065418240001,-4.7744956027916,False,-2.54822279500118,-2.62850007017615,9,9,normal,0.9868812129194455,Ass1
718,P19783,-0.09036321689384996,-2.58944384897607,1.71352590666677,0.102399815766876,0.283065418240001,-4.76922203279121,False,-2.54426224052914,-2.63462545742299,9,9,normal,0.9897008247225036,Cox4i1
1614,Q9CQZ6,-0.07934348748741016,-2.58822566285077,1.7111569035406,0.102843782517567,0.283065418240001,-4.77273644975574,False,-2.54855391910706,-2.62789740659447,9,9,normal,0.9878219587085084,Ndufb3
410,E9Q7N9,-0.6988614238422199,-2.75457960709115,1.74002695647633,0.104443286841461,0.285293461991718,-4.58627726853359,False,-2.40514889517004,-3.10401031901226,6,6,normal,0.9811194693400157,Dnah11
774,P31786,0.10420193737025008,-2.59167038187096,-1.70008871548305,0.104939950526034,0.285807041726786,-4.78910923677768,False,-2.64377135055609,-2.53956941318584,9,9,normal,0.979059144885874,Dbi
3,A0A075B6A0,0.14618253433897,-2.59415864252659,-1.72867278653413,0.106511781862585,0.286563664561862,-4.60218658199761,False,-2.66724990969608,-2.52106737535711,6,6,normal,0.9726023498318351,A0A075B6A0
232,A2AQB2,-0.2954325024923503,-2.62219499712434,1.72681683563228,0.106853312221636,0.286563664561862,-4.60478108015106,False,-2.47447874587817,-2.76991124837052,6,6,normal,0.9712120111013695,Neb
1048,Q03265,-0.17749163923944034,-2.60820291351773,1.6942159981727,0.106066933070708,0.286563664561862,-4.79776507799798,False,-2.51945709389801,-2.69694873313745,9,9,normal,0.9744199886077816,Atp5a1
1190,Q61941,-0.14470457734275977,-2.59775916783735,1.68942651577825,0.106993683078136,0.286563664561862,-4.80480811677676,False,-2.52540687916597,-2.67011145650873,9,9,normal,0.9706418623642487,Q61941
1769,Q9JKR6,0.08797127351076961,-2.58935823884879,-1.68901030461534,0.10707454420994,0.286563664561862,-4.80541947507952,False,-2.63334387560418,-2.54537260209341,9,9,normal,0.9703137656124976,Hyou1
1801,Q9QZ85,-0.20478560388104006,-2.61107974673576,1.69113819343602,0.106661687781547,0.286563664561862,-4.80229273273593,False,-2.50868694479524,-2.71347254867628,9,9,normal,0.9719915484572567,Iigp1
15,A0A087WSP0,-0.2519130062461503,-2.59944527874758,1.8146476692792,0.109158272243875,0.288763906701796,-4.31184112556938,False,-2.4734887756245,-2.72540178187065,3,3,normal,0.9619433469567896,Dst
845,P50516,-0.29961430909781983,-2.60843457218979,1.81401959436077,0.109261477489522,0.288763906701796,-4.31258656990354,False,-2.45862741764088,-2.7582417267387,3,3,normal,0.9615329310298567,Atp6v1a
1201,Q62425,0.055362771261179944,-2.58621884762328,-1.6777094116025,0.109290089487526,0.288763906701796,-4.82197671661997,False,-2.61390023325387,-2.55853746199269,9,9,normal,0.9614192184347724,Ndufa4
1322,Q8BH00,0.09339807962702018,-2.5902312083085,-1.67687171171262,0.109455865283294,0.288763906701796,-4.8232008011867,False,-2.63693024812201,-2.54353216849499,9,9,normal,0.9607609614426037,Aldh8a1
1583,Q9CPX4,-0.22154856543438983,-2.61778641987981,1.67947009398043,0.108942358229008,0.288763906701796,-4.81940246312428,False,-2.50701213716261,-2.728560702597,9,9,normal,0.9628032279727424,Ftl1
631,P07309,-0.09215032133465995,-2.58995694211431,1.66740369149278,0.111344466432069,0.289620718865437,-4.83700456996428,False,-2.54388178144698,-2.63603210278164,9,9,normal,0.9533313615462738,Ttr
865,P54071,0.11026350063676027,-2.5927229061541,-1.66856231716133,0.111111874850671,0.289620718865437,-4.83531846363679,False,-2.64785465647248,-2.53759115583572,9,9,normal,0.9542395242586962,Idh2
946,P62830,-0.11569113689908983,-2.59300998540901,1.66852061603618,0.111120239085454,0.289620718865437,-4.8353791647866,False,-2.53516441695947,-2.65085555385856,9,9,normal,0.9542068328447598,Rpl23
1307,Q8BFW7,-0.1516203538385601,-2.59563774029173,1.70321475675825,0.111281413616013,0.289620718865437,-4.63762579123477,False,-2.51982756337245,-2.67144791721101,6,6,normal,0.9535773661061018,Lpp
1355,Q8BWQ1,-0.19088248225185023,-2.6074932313412,1.67334279326722,0.110156570885499,0.289620718865437,-4.82835247281389,False,-2.51205199021527,-2.70293447246712,9,9,normal,0.957989591893154,Ugt2a3
114,A0A1C7CYV0,-0.08460009951823988,-2.58913390194911,1.66520486917514,0.111787013877499,0.289957352522589,-4.84020205824377,False,-2.54683385218999,-2.63143395170823,9,9,normal,0.9516086448298663,Pls3
1359,Q8C048,-0.35067943489164977,-2.61660178672791,1.79533055339365,0.112375265603684,0.290668983097797,-4.33473316580931,False,-2.44126206928208,-2.79194150417373,3,3,normal,0.9493292687841608,Atp2b3
1809,Q9R0P5,0.06509120123359002,-2.58708341624562,-1.65570952543129,0.113715306708186,0.292501038921612,-4.853974155715,False,-2.61962901686241,-2.55453781562882,9,9,normal,0.9441810729421851,Dstn
1858,Q9Z2I8,0.062209925504919994,-2.58683137305162,-1.65604892484328,0.113645898757348,0.292501038921612,-4.8534828946305,False,-2.61793633580408,-2.55572641029916,9,9,normal,0.9444462324351939,Suclg2
1315,Q8BGJ5,-0.12544252925096,-2.59161083924649,1.68839351181451,0.114143772631773,0.292629369784846,-4.65810783437035,False,-2.52888957462101,-2.65433210387197,6,6,normal,0.942547777432018,Ptbp1
1565,Q99LB2,-0.07868524013546985,-2.58850165723551,1.65238430424417,0.114397226632953,0.292629369784846,-4.85878326932593,False,-2.54915903716777,-2.62784427730324,9,9,normal,0.9415845041496791,Dhrs4
503,G5E8R0,0.1056035009940901,-2.58941338412439,-1.68490592409744,0.114826616726392,0.292805488540296,-4.66291121834244,False,-2.64221513462143,-2.53661163362734,6,6,normal,0.9399574311231211,Tpm1
815,P46978,-0.23877599324654009,-2.61146522345366,1.68352241932535,0.115098485776099,0.292805488540296,-4.66481496758082,False,-2.49207722683039,-2.73085322007693,6,6,normal,0.9389303898663883,Stt3a
877,P56391,0.07442100760051007,-2.58816898051913,-1.64388079107559,0.116156874998228,0.293082469341579,-4.87104881276901,False,-2.62537948431939,-2.55095847671888,9,9,normal,0.9349550804360057,Cox6b1
964,P63037,0.07614841406631001,-2.58658937445714,-1.67842906858425,0.116104226239949,0.293082469341579,-4.67181512860899,False,-2.62466358149029,-2.54851516742398,6,6,normal,0.9351519714820686,Dnaja1
1740,Q9EQF5,-0.09774724683530023,-2.59075788911942,1.64498861115593,0.11592634060944,0.293082469341579,-4.8694535512615,False,-2.54188426570177,-2.63963151253707,9,9,normal,0.9358178730822275,Dpys
272,B1B0C7,0.09371587817450999,-2.59052702792647,-1.6383871594424,0.117305827990221,0.295177164997133,-4.87894780634312,False,-2.63738496701372,-2.54366908883921,9,9,normal,0.9306804107223365,Hspg2
301,D3YY53,0.09292535660993995,-2.59029383700134,-1.63604231470629,0.117799154939067,0.295615223505626,-4.8823133213585,False,-2.63675651530631,-2.54383115869637,9,9,normal,0.9288578250549993,Nit1
1223,Q68FD5,0.06145739327084998,-2.58688385127858,-1.63332330499139,0.118373397005027,0.29625342061258,-4.88621135886208,False,-2.61761254791401,-2.55615515464316,9,9,normal,0.9267458891002647,Cltc
783,P35505,0.0744628185846401,-2.58817724244631,-1.62536195717658,0.12006841548055,0.296488940626638,-4.89759702278046,False,-2.62540865173863,-2.55094583315399,9,9,normal,0.9205712206279725,Fah
1076,Q3TIR3,-0.43794455164252,-2.63257002117382,1.75445232470667,0.119481787620214,0.296488940626638,-4.38292753771047,False,-2.41359774535256,-2.85154229699508,3,3,normal,0.922698288346224,Ric8a
1464,Q8VCT4,0.11042788209049981,-2.59330857221294,-1.62784325751276,0.119537947682669,0.296488940626638,-4.89405294181823,False,-2.64852251325819,-2.53809463116769,9,9,normal,0.9224942047324131,Ces1d
1539,Q922Q8,-0.19615725601931988,-2.6095695253085,1.62564975309682,0.120006787010679,0.296488940626638,-4.89718616708152,False,-2.51149089729884,-2.70764815331816,9,9,normal,0.9207941916362506,Lrrc59
1651,Q9D0F3,-0.2386227599458901,-2.60993020715967,1.66094676365078,0.119614952412315,0.296488940626638,-4.69574043797638,False,-2.49061882718672,-2.72924158713261,6,6,normal,0.9222145281714499,Lman1
1152,Q5SW88,-0.0995034351098103,-2.59106457931842,1.62156503494919,0.12088398971434,0.297708974668827,-4.90301237456905,False,-2.54131286176351,-2.64081629687332,9,9,normal,0.9176312147649254,Rab1a
678,P14148,-0.18026135021598977,-2.60624438073905,1.6190054372077,0.121436420245384,0.29827619402447,-4.90665762702799,False,-2.51611370563106,-2.69637505584705,9,9,normal,0.9156510435779646,Rpl7
1670,Q9D3D9,0.09681824738667988,-2.59111983912651,-1.61691367402321,0.121889457964673,0.298348287624746,-4.90963339788743,False,-2.63952896281985,-2.54271071543317,9,9,normal,0.9140338542319218,Atp5d
1831,Q9WUR9,0.1761290148911896,-2.59178690069941,-1.73991314480117,0.122110152278379,0.298348287624746,-4.39998269502713,False,-2.679851408145,-2.50372239325381,3,3,normal,0.9132482271674226,Ak4
1814,Q9R1P0,-0.09717311503510029,-2.59123429901992,1.6123483111815,0.122883178747736,0.299446904001061,-4.91611808750113,False,-2.54264774150237,-2.63982085653747,9,9,normal,0.9105075628175651,Psma4
1437,Q8R0Y6,0.11947843532938984,-2.5953009486543,-1.61071906864756,0.123239455486751,0.299526865566223,-4.91842893608415,False,-2.655040166319,-2.53556173098961,9,9,normal,0.9092502292095418,Aldh1l1
1306,Q8BFR5,0.05219761992173,-2.58614115627857,-1.60630886816521,0.124208224874876,0.301091141974176,-4.92467533451497,False,-2.61223996623944,-2.56004234631771,9,9,normal,0.9058496449041756,Tufm
66,A0A0R4J069,0.09997190701603964,-2.59121276200003,-1.60183230696461,0.125198111295394,0.301125846907883,-4.93100249141393,False,-2.64119871550805,-2.54122680849201,9,9,normal,0.9024022227244339,Scly
958,P62983,-0.07297292614632989,-2.58802456122527,1.6020594764331,0.125147718942967,0.301125846907883,-4.93068173238035,False,-2.5515380981521,-2.62451102429843,9,9,normal,0.9025770618329096,Rps27a
1463,Q8VCR2,-0.10677203520160994,-2.59235796761602,1.60449008739901,0.124609609213727,0.301125846907883,-4.92724760276468,False,-2.53897195001521,-2.64574398521682,9,9,normal,0.9044484659626869,Hsd17b13
1353,Q8BW75,-0.08211435404269984,-2.58902789402477,1.59625113665271,0.126441529172868,0.303328642523512,-4.93887218281957,False,-2.54797071700342,-2.63008507104612,9,9,normal,0.8981102604809664,Maob
1499,Q91WK5,0.15057027200548978,-2.59571567083943,-1.61987486793254,0.12822852757375,0.30682071455631,-4.75131762066658,False,-2.67100080684217,-2.52043053483668,6,6,normal,0.8920153446331103,Gcsh
879,P56395,-0.06885876825622006,-2.58770218378906,1.58404795387552,0.129196371909791,0.308010038876708,-4.95600656303868,False,-2.55327279966095,-2.62213156791717,9,9,normal,0.888749682019582,Cyb5a
1501,Q91WS0,-0.12476218378618009,-2.59559941449515,1.5831948382476,0.129390826266781,0.308010038876708,-4.95720067546138,False,-2.53321832260206,-2.65798050638824,9,9,normal,0.8880965137982872,Cisd1
1873,Z4YJT3,-0.16032254865214002,-2.59793943061026,1.60776489328908,0.130868635072119,0.310729118145595,-4.76753215461854,False,-2.51777815628419,-2.67810070493633,6,6,normal,0.8831644271490245,Larp1
506,G5E8Z7,0.19316059406083008,-2.5941879611631,-1.68612118009595,0.132314248418247,0.313358041010989,-4.46265869979886,False,-2.69076825819351,-2.49760766413268,3,3,normal,0.8783933857729906,Vmn2r75
650,P10126,-0.09074134390225996,-2.59068464108027,1.55848414120348,0.135130349567636,0.317590618526983,-4.99157499275288,False,-2.54531396912914,-2.6360553130314,9,9,normal,0.8692470997604325,Eef1a1
1249,Q6XVG2,-0.12432371423382005,-2.59190170793353,1.59006484634534,0.134811745173217,0.317590618526983,-4.79108768587534,False,-2.52973985081662,-2.65406356505044,6,6,normal,0.870272269212346,Cyp2c54
1875,Z4YK03,-0.22519814608414013,-2.59874075609877,1.67439178468629,0.134642656135306,0.317590618526983,-4.47623158076738,False,-2.4861416830567,-2.71133982914084,3,3,normal,0.8708173294926578,Serpinb1a
976,P63276,0.09353178282814012,-2.59092789724744,-1.54987528879849,0.137179092854023,0.321589468310951,-5.00345304324999,False,-2.63769378866151,-2.54416200583337,9,9,normal,0.8627120733961404,Rps17
366,E9PVC6,-0.10174463904866027,-2.58948447517673,1.5731551220316,0.138673793056323,0.323455749043212,-4.81343005414889,False,-2.5386121556524,-2.64035679470106,6,6,normal,0.8580056053031737,Eif4g1
549,O08997,0.08405495475631986,-2.58966976931732,-1.5447322534833,0.138415312300947,0.323455749043212,-5.01052495229226,False,-2.63169724669548,-2.54764229193916,9,9,normal,0.8588158630587435,Atox1
1577,Q9CPQ1,-0.1670935330919998,-2.60470594865346,1.54015996567077,0.139522096537386,0.324616737169898,-5.01679682123543,False,-2.52115918210746,-2.68825271519946,9,9,normal,0.8553570064096669,Cox6c
926,P62274,-0.18083827075908987,-2.6013201743541,1.56713376123333,0.140071743902136,0.32507878409368,-4.82134744817047,False,-2.51090103897456,-2.69173930973365,6,6,normal,0.8536494643219028,Rps29
765,P29341,0.0614783185854999,-2.58712023489696,-1.53574271244023,0.140598314742164,0.325485098628111,-5.02284237573384,False,-2.61785939418971,-2.55638107560421,9,9,normal,0.8520198848820919,Pabpc1
614,P02762,0.3320090904739903,-2.68571087431983,-1.53398917395964,0.141027449857414,0.325664385456273,-5.02523858235057,False,-2.85171541955683,-2.51970632908284,9,9,normal,0.8506963471933149,Mup9
376,E9PYA3,-0.051619796429200004,-2.58626172946703,1.53010478425327,0.141981922604488,0.327052886397404,-5.03053903822927,False,-2.56045183125243,-2.61207162768163,9,9,normal,0.8477669472570356,Hagh
1328,Q8BH95,0.06524038496703,-2.58760472439976,-1.52839150345048,0.142404606393848,0.327212569530281,-5.0328735886263,False,-2.62022491688327,-2.55498453191624,9,9,normal,0.8464759622506126,Echs1
592,O88451,-0.08889777984402025,-2.59034064038078,1.52299511081897,0.143742759974522,0.328775921827789,-5.04021354617461,False,-2.54589175045877,-2.63478953030279,9,9,normal,0.8424140206021484,Rdh7
930,P62320,0.15245255495464027,-2.59666411035064,-1.55078993535563,0.143927139476376,0.328775921827789,-4.84273484310974,False,-2.67289038782796,-2.52043783287332,6,6,normal,0.8418573060390384,Snrpd3
1056,Q07076,-0.18343822089285,-2.59375492242161,1.6283747798317,0.144150134192314,0.328775921827789,-4.5291328884574,False,-2.50203581197518,-2.68547403286803,3,3,normal,0.841184948981952,Anxa7
571,O54734,-0.06131193158869985,-2.58717152854122,1.51878398466572,0.144794205579228,0.32920585711127,-5.04592732819064,False,-2.55651556274687,-2.61782749433557,9,9,normal,0.8392488175264353,Ddost
1226,Q6GSS7,-0.12943463331980976,-2.59761203949136,1.51776466387977,0.145049664904318,0.32920585711127,-5.04730852200506,False,-2.53289472283146,-2.66232935615127,9,9,normal,0.8384832701730972,H2ac19
107,A0A1B0GSF7,-0.16546061565902992,-2.59853298060434,1.54134391167065,0.146196417025465,0.33099726690851,-4.85502674351469,False,-2.51580267277482,-2.68126328843385,6,6,normal,0.8350632709153485,Rpl18
71,A0A0R4J0I1,0.07034642679187986,-2.58657104924017,-1.536609592271,0.14734518920467,0.331391499508484,-4.86116822499175,False,-2.62174426263611,-2.55139783584423,6,6,normal,0.8316640392234398,Serpina3k
697,P16332,-0.08788536099463995,-2.59071910423291,1.51089461106207,0.146781136973934,0.331391499508484,-5.05659868348142,False,-2.54677642373559,-2.63466178473023,9,9,normal,0.8333297525568618,Mmut
1458,Q8VCC2,0.11412025821645022,-2.5948756776332,-1.50750820136863,0.147640869083788,0.331391499508484,-5.06116591654635,False,-2.65193580674143,-2.53781554852498,9,9,normal,0.8307934070067072,Ces1g
1757,Q9JI75,0.13278946993434992,-2.59451260153728,-1.53426860308579,0.147916056634165,0.331391499508484,-4.86420026466524,False,-2.66090733650445,-2.5281178665701,6,6,normal,0.8299846797616088,Nqo2
1796,Q9QYG0,0.050449689735160064,-2.58623766803311,-1.50547158293171,0.148159914467076,0.331391499508484,-5.06390883640839,False,-2.61146251290069,-2.56101282316553,9,9,normal,0.829269281380875,Ndrg2
200,A1BN54,-0.07424708104307998,-2.58696301128452,1.52340025570208,0.150591065002506,0.333606043522299,-4.87823553465646,False,-2.54983947076298,-2.62408655180606,6,6,normal,0.8222007953014762,Actn1
706,P17563,0.09289762549665026,-2.59157491737867,-1.49809664842514,0.150052046112414,0.333606043522299,-5.07381711864876,False,-2.638023730127,-2.54512610463035,9,9,normal,0.8237580781513436,Selenbp1
1028,P97742,-0.1344408923651801,-2.59835075177838,1.49648473599736,0.150468236851223,0.333606043522299,-5.07597765786736,False,-2.53113030559579,-2.66557119796097,9,9,normal,0.8225551679513552,Cpt1a
1273,Q7TMF3,0.2277887013350699,-2.60116928616001,-1.60306434124104,0.14964036221027,0.333606043522299,-4.55798090652182,False,-2.71506363682755,-2.48727493549248,3,3,normal,0.8249512492460114,Ndufa12
1159,Q60759,0.06427971703686008,-2.58765120651467,-1.48969545997275,0.152231627889899,0.336435530849754,-5.08505767271841,False,-2.6197910650331,-2.55551134799624,9,9,normal,0.8174951084651133,Gcdh
1262,Q76MZ3,0.11897364473959016,-2.58723424764747,-1.58976566338547,0.15260150919542,0.336449994083235,-4.57306384736227,False,-2.64672107001727,-2.52774742527768,3,3,normal,0.8164411712828293,Ppp2r1a
102,A0A1B0GS70,-0.04709637993773974,-2.58601668330363,1.47854513728121,0.155164477514931,0.337282408870483,-5.09989966527934,False,-2.56246849333476,-2.6095648732725,9,9,normal,0.809207696641134,Psma1
198,A0A7P0A156,-0.11473674506807008,-2.59560494295615,1.48247838690116,0.154124684634073,0.337282408870483,-5.09467421609236,False,-2.53823657042212,-2.65297331549019,9,9,normal,0.8121277990373927,Nadk2
816,P47199,0.05762463637457005,-2.58698342605119,-1.48064635714149,0.154608287494588,0.337282408870483,-5.09710948866124,False,-2.61579574423847,-2.5581711078639,9,9,normal,0.8107672302320404,Cryz
975,P63260,0.055144811953220074,-2.58671625423301,-1.4836432337519,0.153817843551968,0.337282408870483,-5.09312457952613,False,-2.61428866020962,-2.5591438482564,9,9,normal,0.812993281526395,Actg1
1559,Q99KR3,-0.10279937999574029,-2.59003955756485,1.50658477994282,0.154810615946614,0.337282408870483,-4.89981573921525,False,-2.53863986756698,-2.64143924756272,6,6,normal,0.8101992614247465,Lactb2
